,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate,labels
366,Arijit Singh - Itni Si Baat Hain (From Azhar).opus,1.2700399,0.36578292,0.4439032,0.2409506865876633,2.4790325,-3.3290052,3018.4302661049032,3825.316536211015,20.846340814430093,6881.70231166264,0.0029614450624112,0.0479993981475126,4
367,Arijit Singh - Kabhi Jo Baadal Barse.opus,1.139244,0.3230967,0.31190747,0.2009014385750505,7.660034,1.267836,3139.609434753814,3602.360831326414,22.05618991990662,7210.138329200248,0.0247019514586057,0.0600647086174829,4
368,Arijit Singh - Khairiyat.opus,1.186475,0.37257177,0.40379915,0.2248977805624898,12.475673,0.81940436,2275.5098501947414,3372.3606922922536,21.09294905301358,4995.656919490238,0.0292921521828713,0.0352633432134581,4
369,Arijit Singh - Pal Pal Dil Ke Paas- Title Track.opus,1.2961752,0.33666703,0.3754921,0.219978359919948,8.241952,-1.5865836,3450.452964055052,3829.948161375288,21.949224249123283,7907.019989996504,-0.0323444907421452,0.0648613760027776,4
370,Arijit Singh - Palat - Tera Hero Idhar Hai (From Main Tera Hero).opus,1.3766673,0.3821846,0.4805425,0.2485624013918037,6.5122204,1.4144512,4256.754545099156,4795.398543362648,21.306205281873893,9838.353929629984,-0.0138189697389971,0.0745173023084185,4
371,Arijit Singh - Raabta (Title Track) [From Raabta].opus,1.2263359,0.33169433,0.41675407,0.2349138543699743,8.618353,-0.4894429,2667.7679782315768,3304.5213644411106,21.34691073906319,5653.931768216081,0.0201403022747649,0.0473663308170315,4
372,Arijit Singh - Tujhe Kitna Chahne Lage (From Kabir Singh).opus,1.1676219,0.3615477,0.3459345,0.2119325826920557,16.662346,3.1821063,2248.859659278467,3404.815556371876,21.39163949914514,5243.100216243541,-0.0443826093180455,0.0309551590115517,4
373,Arijit Singh - Ve Maahi.opus,1.3550875,0.35672086,0.3902282,0.2258582350303609,8.627962,2.0049531,2751.226490526777,3492.35565600271,21.243779823633066,6095.906031385333,0.0900177991595514,0.0494329403226574,4
374,Arko - Dariya.opus,1.1553293,0.34295386,0.31814083,0.2049995122479412,8.407541,-2.7397022,2640.504578197781,3320.782970985445,21.751160279675357,6111.331509965338,-0.0237351419587833,0.0461767803789355,4
375,Arko - Nazm Nazm.opus,1.1400108,0.3602312,0.3548631,0.2085642959627357,11.466966,0.11061784,2445.3793434260288,3144.93857995289,20.414721626297457,5481.993830156168,0.0544568705123458,0.042383575040078,4
376,Ash King - Baarish.opus,1.1511595,0.34124094,0.3999967,0.2212372534724223,15.085965,1.0651752,2573.4815468143515,3119.5330695074394,20.13676641476984,6010.84695975384,0.0451709324856725,0.047672049159496,4
377,Ash King - I Love You.opus,1.3353895,0.40730155,0.45441478,0.2451248300376319,16.266737,2.9134195,2395.041435134111,2991.492312134262,22.03686756642092,5796.931531809436,-0.0131590335116553,0.039776336634181,4
378,Ash King - Nazar Na Lag Jaaye (From Stree).opus,1.2942898,0.41020393,0.44201702,0.2359836454816877,9.998065,1.5102259,2898.0532341081125,3901.855499253354,21.188098270859733,6707.600796482057,0.0316170799128471,0.0426864602465385,4
379,Atif Aslam - Dil Diyan Gallan.opus,1.2495933,0.44222197,0.37797764,0.2254616645839194,13.544469,3.3549871,1786.8789460661862,2857.280719954175,20.85169369722888,3639.539254044149,0.0171056654969043,0.026225936032153,4
380,Atif Aslam - Jeena Jeena (From Badlapur).opus,1.2261841,0.38074604,0.32337674,0.2047332036599913,10.180458,2.0840595,2355.6730810358617,3369.106410965566,21.656315541809093,5264.18375670007,0.0316518174743892,0.0341384265395595,4
381,Atif Aslam - O Saathi.opus,1.2706134,0.36680147,0.3574382,0.2167555129934963,10.982391,1.9361333,2691.300956444149,3593.671125594699,21.56156788858782,6327.614265015806,0.0090165245447079,0.047111247859589,4
382,Atif Aslam - Tere Sang Yaara.opus,1.2647597,0.35934505,0.39006594,0.2266382958777721,9.732004,-0.93507415,2124.22070311838,2786.3919232777857,21.719867736505083,4366.924699459579,-0.003134670418786,0.0393077087009668,4
383,Ayushmann Khurrana - Mere Liye Tum Kaafi Ho (From Shubh Mangal Zyada Saavdhan).opus,1.4586616,0.42840272,0.46907717,0.2471407028778223,16.556776,2.1987948,2843.0311396240777,3453.058763181503,20.14839643952736,6354.752772236564,-0.0330154279507922,0.0505151361457844,4
384,Ayushmann Khurrana - Nazm Nazm feat Ayushmann Khurana.opus,1.2367027,0.32917207,0.3578967,0.211612637085903,10.785589,1.8797487,2789.6442173659,3530.1524083034665,22.358570258760164,6428.146613010813,-0.0025920388332691,0.0475962108113326,4
385,Badshah - Genda Phool (feat Payal Dev).opus,1.5166348,0.45807058,0.40096647,0.2358654925246973,8.75997,-1.9831902,2797.2384576485074,3475.4871573689165,19.58702049032766,6169.747585549534,-0.0168026976617037,0.0498562604376733,4
386,Dhvani Bhanushali - Vaaste.opus,1.3074626,0.37459344,0.33166745,0.2068606625018774,16.091476,4.015274,3056.0567404819526,3692.628863981617,21.298080068992025,7215.486428822805,0.0134584470911753,0.0561945302877001,4
387,Gajendra Verma - Tera Ghata.opus,1.416613,0.43890354,0.37405768,0.2229538579222987,14.232972,-0.04999394,1750.8091075814496,2549.328084562509,20.75132518163278,3528.0543712914277,-0.0153432975298687,0.0270409444874933,4
388,Javed-Mohsin - Pal.opus,1.1543783,0.30345646,0.37741143,0.2173256248251718,10.811292,-1.1375676,3196.546346566072,4227.3943441317,21.712313968250207,7589.808926069791,0.0341476370204128,0.0493119910731342,4
389,Jawad Ahmad - Samjhawan.opus,1.2574924,0.35726592,0.36281633,0.2148410478627033,3.2229288,-0.61685807,3309.34344198977,3956.5692177612905,21.57759111938402,7479.9826696313585,-0.00676422161857,0.0616876586206636,4
390,Jigar Saraiya - Gulabi.opus,1.1774988,0.42517918,0.43303317,0.2334944758027329,6.340455,0.482689,3525.653502557984,4280.725982458312,19.958519268271623,8277.343249262914,-0.0210453852271663,0.0562121192395205,4
391,Jubin Nautiyal - Humnava Mere.opus,1.147912,0.40090248,0.39800492,0.221499955689252,12.580543,2.8850045,2234.586806437052,3287.2794630754684,20.705193683923795,4897.6746183206105,0.0090809517479149,0.0349021201097328,4
392,Jubin Nautiyal - Tujhe Kitna Chahein Aur (Film Version) [From Kabir Singh].opus,1.1315982,0.4083564,0.33984745,0.2018177189376445,11.661208,1.2206594,2433.9926286625077,3170.915941724229,20.7057347179818,5310.751544377206,-0.0252764263116009,0.0414199405887544,4
393,KK - Khuda Jaane.opus,1.4702514,0.4033122,0.40466404,0.2364431012447782,9.216547,2.7227974,1715.7007326614123,2144.329376469844,21.810699764692902,3725.396956160906,-0.0125153062663362,0.0355011743159295,4
394,Karan Sehmbi - Photo (From Luka Chuppi).opus,1.3678737,0.3964321,0.3960246,0.2319329675047922,13.549289,2.0332832,2385.964866117376,3102.211703938275,20.579571454167603,5202.8261457957415,0.0278046868027787,0.0415832306609376,4
395,Kumar Sanu - Tu Mile Dil Khile - Sad.opus,1.3070333,0.32063007,0.44349718,0.2423626730917493,0.3098965,-14.037239,2530.997013099073,2676.5487761168924,19.45301602584392,4694.40462935986,-0.011537120307757,0.0613723696030688,4
396,Lucky Ali - Aahista Aahista.opus,1.4416127,0.4513597,0.60905725,0.2661599146049158,11.325128,4.547466,2464.602694233142,3357.382992036349,19.78002625488659,5710.326305798435,0.0137781662479904,0.0381207516010891,4
397,Meet Bros - Girl I Need You (From Baaghi) (feat Arijit Singh).opus,1.2124894,0.43573564,0.369631,0.2153013912927819,15.847749,4.2279267,2745.329313398046,3874.49623577029,21.3452179348278,6379.817064153582,0.0576929769232899,0.0394977764595432,4
398,Meet Bros - Ik Mulaqaat.opus,1.3137769,0.3403495,0.43944615,0.2399113822519464,9.479058,1.6350658,3329.39577355388,4012.672703751472,20.663936623874623,7686.393677388124,-0.0297577460514693,0.0597410008336919,4
399,Mohit Chauhan - Tum Se Hi.opus,1.2662493,0.37172225,0.3811028,0.2137242031611772,5.365833,-1.8386457,1962.6578084490068,2225.9454595567645,19.62497155822887,4392.460222238629,-0.046112613479155,0.0430960694080404,4
400,Neha Kakkar - Bheegi Bheegi.opus,1.1389433,0.35875678,0.40198123,0.2284531561033373,9.875302,-1.3203337,2357.965742141062,3102.1600741629263,21.897544844278983,5319.634492778766,-0.0303964500751361,0.0417816444030012,4
401,Neha Kakkar - Mile Ho Tum (Reprise).opus,1.1431509,0.31596044,0.2707654,0.185005278138112,8.365695,-1.3273779,2278.6403251673146,2981.5703029761817,22.78755603911753,5166.046397884133,0.0006416189970531,0.0388046409321841,4
402,Neha Kakkar - Oh Humsafar (From Oh Humsafar).opus,1.2988967,0.3619949,0.33784547,0.20983752906716,12.009832,2.551836,2573.0921518048854,3389.0802482949493,21.69247511705653,5824.721090219497,-0.0042501883043014,0.0406191053199644,4
403,Palak Muchhal - Kaun Tujhe (From MSDhoni - The Untold Story).opus,1.1668946,0.35407957,0.39283246,0.2209688485464562,11.568778,2.4587755,2084.6241128589795,3062.93003460595,21.12159190440912,4937.086120216159,0.0353505150772815,0.0340736221540574,4
404,Payal Dev - Tum Hi Aana (From Marjaavaan).opus,1.1244063,0.38924828,0.34495005,0.2060650817669047,14.4466,2.0417583,1715.6908953093407,2640.3479721092144,21.109088201274574,3257.096172093488,0.0578090502055478,0.0296522688398921,4
405,Pritam - Channa Mereya.opus,1.2601018,0.40433317,0.42173645,0.2381683367934733,15.287626,4.01849,2585.338275484601,3668.3218883586383,20.30472823061281,5502.016861093944,0.0364909739289774,0.0408862063262901,4
406,Pritam - Mehrama (From Love Aaj Kal).opus,1.1597643,0.37447062,0.3802653,0.2173130206800057,10.8204155,-2.196196,1769.785080257761,2501.770798322049,20.11566701109368,3251.175593263905,0.056740540525924,0.0345813604078222,4
407,Pritam - Mehrama - Extended.opus,1.2222354,0.41324452,0.4227467,0.2301470283462908,16.888458,1.6922425,2033.4323676992765,2772.551016398248,20.366623179951176,3757.663344608616,0.0443877005292769,0.038852912356292,4
408,Pritam - Mehrama.opus,1.3073463,0.41083825,0.44917393,0.2329003961588437,12.38803,-0.42866248,1910.1695373444556,2626.9372369840494,19.97716710052089,3459.7083109931964,0.0458795609722317,0.0385514693647389,4
409,Pritam - Shayad (From Love Aaj Kal).opus,1.1766685,0.34175658,0.35599253,0.2140425723421708,9.763019,-0.069174096,2068.932947638921,2914.1709012247115,20.79284592395574,4129.791588737376,0.0204816636361466,0.0379303722593685,4
410,Pritam - Shayad - Reprise.opus,1.1986506,0.393541,0.4217426,0.2295546974779337,19.315865,2.1118052,2151.839030022368,2801.5508020913403,20.274747056459468,4009.6620631573182,0.012623096689997,0.0426809771730298,4
411,Pritam - Shayad.opus,1.2741232,0.36465755,0.41416356,0.2253016278329357,12.754804,1.7458502,2134.567663843369,2938.36214409514,20.51622006057844,4129.801012991315,0.0049773408130594,0.0407358678050934,4
412,Priya Saraiya - Sun Saathiya.opus,1.2184883,0.36564097,0.42481774,0.2270383499348638,10.66171,1.3826188,2747.1309765350256,3737.903074256637,20.888370470384118,6431.560817837044,0.0501074332572121,0.0423934215959138,4
413,Rahat Fateh Ali Khan - Ajj Din Chadheya (From Love Aaj Kal ).opus,1.5286552,0.37321192,0.48567894,0.2571561595985722,12.399405,2.7220592,1830.0894941136987,2144.5166963529664,20.8070020562966,3810.458879554933,-0.0024696201475158,0.043820496502615,4
414,Rahat Fateh Ali Khan - Tere Bin (From Simmba).opus,1.3922045,0.38721824,0.44595048,0.2426787853593323,13.507357,3.1616135,2384.519649611396,3009.5437511575137,21.08882975091372,5199.480960243626,0.035860416041646,0.0447823624861867,4
415,Rahat Fateh Ali Khan - Teri Ore.opus,1.3644896,0.3562233,0.48193777,0.2556697792168775,8.78619,1.5547047,3093.9794718174494,3638.52594770101,20.90245112440885,6674.96046827348,0.0045723017980797,0.0616910401074407,4
416,Rochak Kohli - Tu Hi Yaar Mera (From Pati Patni Aur Woh).opus,1.2769575,0.41563988,0.3701272,0.2216186699924313,11.068185,0.4148737,2130.2679713319085,3164.697349330751,21.32344018535412,4410.915278931679,0.0595394349469164,0.0290416858841999,4
417,Sachet Tandon - Mere Sohneya (From Kabir Singh).opus,1.2050687,0.36372995,0.40658116,0.2342328449701315,16.078382,1.9169903,3006.317296381773,3680.3018168321705,21.73938068749745,7011.49398561508,-0.0034236842568442,0.0505084217751047,4
418,Sanjay Leela Bhansali - Thode Badmash.opus,1.1798056,0.33796346,0.43573985,0.227339624502523,4.6150713,-1.8420025,2038.2874834935487,2699.8348302997883,20.921455907604443,4112.225524623455,-0.0067520346540263,0.0410356498473373,4
419,Shaan - Aao Milo Chalo.opus,1.2542343,0.40915754,0.42506912,0.241966082719538,12.9980135,2.8931053,2864.2754723093813,3711.053787906871,20.716703043009517,6342.723504803223,0.023715449035393,0.0442261612226913,4
420,Shaan - Chand Sifarish.opus,1.4902177,0.4455707,0.48227778,0.2467416951562582,5.9668303,1.5819677,2071.7472186140967,2319.165837460024,19.641006367395352,4472.192210201228,0.0083188532553375,0.0461837203063087,4
421,Shankar-Ehsaan-Loy - Sajdaa (From My Name Is Khan).opus,1.3988575,0.37885487,0.4378389,0.2383760974893618,1.8791734,-6.003567,2232.4011080270643,2736.3850493291384,20.934476105458792,4551.745933407527,-0.0062157003333907,0.0462875409651767,4
422,Shreya Ghoshal - Suna Suna.opus,1.3505934,0.28788406,0.33287525,0.2102050455336292,4.6230226,-12.691559,2298.285193351417,2669.420152018381,23.696657377715628,4260.515835139662,-0.0176424556666688,0.0567178638341174,4
423,Sonu Nigam - Saathiya.opus,1.3762786,0.40974113,0.5572143,0.26139521506646,2.0921597,-0.89036775,3666.224562414294,4207.008970742736,20.66481047441757,8628.52630757544,-0.0157139024843975,0.0694383562513162,4
424,Sreeram - Subhanallah.opus,1.2325156,0.32583532,0.38424,0.2267022247438074,2.9909916,-1.4813116,3046.176571215812,3849.16372244292,21.80932198236317,7386.271883489285,-0.0082848715411617,0.0505168020460523,4
425,Sunidhi Chauhan - Lae Dooba.opus,1.0184608,0.27532765,0.256188,0.1719095127932784,10.063285,-4.6992564,2038.9905659048177,2833.4091990762545,20.261309365783287,4558.246111565899,-0.0745585629186793,0.0321329719294527,4
426,Tanishk Bagchi - Makhna.opus,1.2344573,0.39398476,0.41176015,0.2213199413108192,8.277067,0.16227962,2941.1869445812176,3589.2331378178915,20.569928337885774,7198.575495295051,-0.0223234254719249,0.0450043300673856,4
427,Tochi Raina - Kabira.opus,1.361547,0.39444858,0.3733535,0.2267928759719652,11.393785,3.3285863,1649.776223375593,2063.477288245388,21.43904379983157,3515.3182844454395,0.018170740745927,0.035938466989787,4
428,Ved Sharma - Malang (Title Track) [From Malang - Unleash The Madness].opus,1.2866036,0.39490706,0.4269318,0.2355437813354333,13.587333,2.1112285,2914.4661102306427,3574.946836801522,20.723600927044124,6674.860219661936,0.0118486103130215,0.0502171142461329,4
429,Vishal Mishra - Kaise Hua (From Kabir Singh).opus,1.1757576,0.44621137,0.35154474,0.2160425573323663,10.678896,3.6512682,3016.602321886646,4225.895707101859,20.36884974851584,7280.218341169256,-0.0088917304004206,0.0427780421691877,4
430,Vishal Mishra - Manjha.opus,1.3045073,0.45988774,0.35097918,0.2102351632254109,11.679727,2.6584964,2213.4533753454425,3011.080234724845,19.96904449802088,4620.521485195909,-0.0068769933548804,0.0363045193048615,4
431,Vishal Mishra - Nai Lagda (From Notebook).opus,1.1773725,0.394812,0.36301962,0.2208428334776523,8.379671,1.9664265,2259.7786265443106,3350.737647212548,20.709633400526485,4736.000984178861,0.0010184959085948,0.0373240838316125,4
432,Vishal Mishra - Sajna Ve.opus,1.1534864,0.43397027,0.37107575,0.2152599734658239,8.55067,0.051586032,2430.993074362435,3215.5767383072844,21.340685435392487,5689.63375332668,-0.0234343620407473,0.0431255544466622,4
433,Vishal-Shekhar - Zehnaseeb.opus,1.2536273,0.4122058,0.36563236,0.221596261728431,8.431094,1.102857,2209.884067374281,2966.608542119848,21.006884282835006,4567.761315052337,0.0330795627194999,0.0385441045935918,4
434,sufi/Rahat Fateh Ali Khan - Main Jahaan Rahoon (From Namastey London).opus,1.3464306072063543,0.3366971219706622,0.5146317610076978,0.2537671549429225,2.9361797192313257,-3.282068406879622,2726.2623168832474,3016.6294252044063,21.61380232973457,5467.3963620981385,-0.0030202364460197,0.0618811523988296,5
435,sufi/Papon - Moh Moh Ke Dhaage (Male).opus,1.199559845898,0.3772295545173318,0.4069692272122303,0.227203980806334,3.7135423803467296,-2.2260719178753323,2327.715590598038,3329.480255552422,21.21225229196612,4923.799320894782,-0.0163091438337121,0.0355816918007241,5
436,sufi/Kamal Khan - Ishq Sufiyana (Male).opus,1.455689145912323,0.4120131101936914,0.4506913695616528,0.2390093304221075,7.369129290682905,-0.6254365658905588,3310.715294998965,3834.352149397106,20.82294380806272,7612.288620155597,-0.0075232294225456,0.0616703791330499,5
437,sufi/SalimSulaiman - Saaiyaan.opus,1.2665572076768177,0.362069472243622,0.4366105207467973,0.2346889830965561,17.688039743585833,4.137326989748612,2128.7173486408624,2981.073212893498,20.94919270713065,4303.119630024995,-0.0085961957520419,0.0393496360214668,5
438,sufi/AR Rahman - Kun Faya Kun.opus,1.2568319498928426,0.38457809571472,0.48081753151267,0.2492786475006447,1.0747942852538912,-6.189684362533071,2894.941480043228,3446.662479370172,20.64487325489466,6187.333189727639,-0.0125252612768526,0.0549234588219429,5
439,sufi/Farhan Saeed - Latthay Di Chaadar.opus,1.2680199552690774,0.4103421351756766,0.4588482705166037,0.2380853235880639,7.20050600563718,1.1248071652753278,2170.7726810987488,3270.9332572584594,20.69919776125017,4686.030728815586,0.0002567813121933,0.031547954656956,5
440,sufi/Mohit Chauhan - Pee Loon.opus,1.4302459597184158,0.4059963480985104,0.4954416900077089,0.2494153885680342,8.449671612615175,0.2394648943765213,2775.377312528949,3379.6561685748443,20.348497356884074,6123.142648209041,-0.0035458026079915,0.0514389114077863,5
441,sufi/Quratulain Balouch - Sammi Meri Waar.opus,1.1988602478373425,0.4016241908103093,0.4561578994248033,0.2372536080970922,8.153970906151661,1.8087928923996648,2719.3587501450324,3223.243044622652,21.37743097928932,6226.743534997611,-0.0108379678949575,0.0484432701017279,5
442,sufi/Pritam - Hawayein (From Jab Harry Met Sejal).opus,1.181020362179996,0.3131731500825441,0.440914916244471,0.2360500100879181,8.62014710344573,-0.916691202895943,2213.4122063139484,3190.470035220933,20.191262396504637,4635.865693828563,-0.0074560370298951,0.0374368761337816,5
443,sufi/Amit Trivedi - Namo Namo.opus,1.2305370856462094,0.3953165195280813,0.4707328654816391,0.2424865498695685,10.28678865931426,2.2228768531314387,2308.5368740141685,3323.6492098473504,20.761812872458957,4824.632460503219,0.0189351920502726,0.039359259191535,5
444,sufi/Rahat Fateh Ali Khan - Main Tenu.opus,1.3099989928290374,0.3852912006358447,0.4849251511125498,0.2460252272876581,2.0146711371391857,-1.225057520707275,2230.835572667764,2875.218553073676,21.40183749145205,4540.987725139742,0.0130435509837085,0.0455081258679956,5
445,sufi/Shankar-Ehsaan-Loy - Kal Ho Naa Ho.opus,1.2437134815156852,0.3983978046886562,0.4543629995437562,0.2382168632718134,9.920671824135107,1.3530986710984731,2275.1783188231584,2980.0903224902595,20.615065903311866,5042.092335201298,0.0163916748762114,0.0397347310039079,5
446,sufi/Faiz Ali Faiz - Ya Ali.opus,1.4480357243605582,0.3954815818578939,0.5256253816665448,0.2604426591809719,3.5382979050448498,-2.004692581313592,2151.6966271279025,2516.4917298479645,20.85931379912837,4661.389815541601,0.0142730244709169,0.0504928395637101,5
447,sufi/Nusrat Fateh Ali Khan - Sanu Ek Pal Chain.opus,1.4946676621241344,0.2936379946469435,0.4590367318940191,0.2439920581088805,1.853434731667194,-7.993348829423518,2044.1779184298423,2201.889609958311,22.529544356779915,3731.523563138023,-0.0045835296441762,0.051452320916655,5
448,sufi/Kailash Kher - Teri Deewani.opus,1.216447524983808,0.3857247094405597,0.4730804704885088,0.2430301408533996,14.678640937905849,2.310561808224377,3511.4138305880947,3735.36667369074,20.12286810072979,7853.275260933989,0.0078945682176226,0.076819550891287,5
449,sufi/Saieen Zahoor & Noori - Aik Alif.opus,1.155406078776811,0.3508502318103172,0.4384704676012134,0.2366916931896596,1.1073561340313425,-7.178547612206326,3017.8480657194377,3512.8303713489504,20.72892508526994,6507.764062149847,-0.0035086619967877,0.0596777171105052,5
450,sufi/Rahat Fateh Ali Khan - Ajj Din Chadheya (From Love Aaj Kal ).opus,1.5269743829749385,0.3729864619807867,0.5331405682792618,0.2619528904681857,12.460901589287232,2.759260172063978,1834.213398591331,2158.4384051020797,20.301622048478592,3814.95123696804,-0.0043524080233685,0.0438184144537258,5
451,sufi/AR Rahman - Noor - Un - Ala - Noor (From Meenaxi).opus,1.377027841653779,0.3666406125418764,0.5287316871871981,0.2596653705634741,0.678218020986872,-3.893878268936867,1778.1045970588875,2424.451397073418,19.411270628713904,3391.763653120713,-0.0177309300273989,0.0357841092845031,5
452,sufi/Rahat Fateh Ali Khan - Sanu Ik Pal Chain Na Aave.opus,1.3981904447912408,0.3748505867947249,0.5116740460788995,0.2505400292515772,12.94439982776744,3.113955961806244,2772.485046354973,3722.1516693403846,20.721124834751944,6385.267936324938,0.0079626041453715,0.0469256022984974,5
453,sufi/Vishal Mishra - Manjha.opus,1.3043795141191872,0.4594862318964012,0.4169650084179208,0.226273886834004,11.71458456420294,2.6627030794655404,2212.175133497696,3012.73400891704,19.65097962887241,4618.584074670776,-0.008714483308723,0.0362925630574624,5
454,sufi/Udit Narayan - Agar Tum Mil Jao - Male Vocals.opus,1.364168790759546,0.3755178433049109,0.5023762399237452,0.2521986520513399,5.436234110331458,0.0452575055176517,3182.1268140148136,3433.2648031886947,20.80047371459032,6685.144487282561,0.0047710615432978,0.0696684198445037,5
455,sufi/Ahmed Jehanzeb - Khakhi Banda.opus,1.1801456762927989,0.4030844671338547,0.4629844022122391,0.2402971222360263,13.067277030378548,2.9128307384511363,2604.2426912427104,3296.669236837768,21.008433474239613,5946.941166051623,-0.0062966163279209,0.0463109399848108,5
456,sufi/Rahat Fateh Ali Khan - Surili Akhiyon Wale (From Veer).opus,1.3336166963165843,0.3475281450402794,0.4630434359565019,0.2435854332604102,3.353680190173808,-3.037211852501745,2369.291747297756,3043.7201519204364,20.86605106796125,4718.72296967886,0.0033231049876237,0.0451856510031689,5
457,sufi/Vilen - Ek Raat.opus,1.199832130720789,0.4176878619753935,0.4306221323767564,0.2272793617187869,11.30384785072329,2.0638629780257465,2289.280206418375,2617.255220721156,21.2631861836955,4637.358488322314,0.0117490242273362,0.0446674568478571,5
458,sufi/Pritam - Tu Hi Mera.opus,1.2460905448865909,0.3982144546955344,0.5256793010591264,0.2551812210873307,7.252813207504981,2.7001587307897257,2707.748119873471,3116.68241347457,20.31786549611132,5812.000801127602,0.0194712089130249,0.0551706989085389,5
459,sufi/Arijit Singh - Aayat (From Bajirao Mastani).opus,1.223633907345639,0.3999695258906036,0.4696026090227591,0.2455226395786662,7.345402645319265,0.7812245337298631,3205.99967137854,3916.3133297720537,20.96028623398796,7330.7895634379265,-0.0159004830639952,0.0568075639366034,5
460,sufi/Shankar-Ehsaan-Loy - Allah Hi Reham.opus,1.3722012507836363,0.4315666754973563,0.4939736709437659,0.2458403097129392,6.212102454881374,0.3164067903385181,2098.051266425495,2502.4327691495823,20.47819608673757,4847.693748841734,-0.0016913933178816,0.0447127538049017,5
461,sufi/Reshma - Duma dum mast qalandar.opus,1.4708217951171425,0.2954479309229935,0.4322622930317327,0.2386218908751553,4.921801197705445,-4.644938983999205,1423.1053472192125,1948.2122994513109,21.502475687324797,2446.8556872408667,0.0048883851583446,0.0298906965061018,5
462,sufi/Abida Parveen - Dost.opus,1.2249453774371744,0.3924304218986874,0.4418291721330742,0.2328975744827152,4.628387872629994,-0.3103842234770361,2429.495789337174,3151.864406764834,20.86546627819417,5370.7237835956175,-0.0050364147223286,0.0387155859405787,5
463,sufi/Rahat Fateh Ali Khan - Kaisa Yeh Junoon.opus,1.3204468852098117,0.3851671396499895,0.441554996335704,0.2358175778025249,4.917299541899788,-1.8506862332648304,2399.4900520928545,3273.3795434214617,20.66281071617645,5179.3807316375805,-0.007788703394295,0.0420893349513406,5
464,sufi/Rahat Fateh Ali Khan - Aas Paas Khuda.opus,1.3474258309231697,0.4232237129384373,0.4705802640952378,0.244549264848065,14.100853153231464,2.3679556476093118,2612.489894608879,3258.68911111423,19.910809191484294,5484.275756196144,-0.0045639555290931,0.0482195337715791,5
465,sufi/Shilpa Rao - Par Chanaa De (Coke Studio Season 9).opus,1.1439981283250351,0.4161734748612546,0.4274111438176692,0.2302134191986302,11.61407895601296,3.399140427785603,2335.273634520361,3056.405073441289,21.264309982833414,5444.774972129099,0.0199901426130019,0.0401585731927401,5
466,sufi/Atif Aslam - Woh Lamhe Woh Baatein.opus,1.2486107240924973,0.3649987694290199,0.4840009769487918,0.2476050876007905,6.544772215560839,1.01836522582094,2989.5276253089146,2870.0220974265226,21.49875481448649,6309.421561991296,0.0009947838454343,0.07611604083959,5
467,sufi/Pritam - Shayad (From Love Aaj Kal).opus,1.177078677231412,0.342014913675901,0.4381765766999635,0.2331840039432702,9.769050759713464,-0.0686502333417611,2069.493276620195,2915.588086967479,20.621161707700043,4131.875754497229,0.0209662619944115,0.0379297911105349,5
468,sufi/Prateek Kuhad - Kasoor.opus,1.0620084655059665,0.351361378997136,0.3709173008192573,0.2165054863831071,0.3846144283367868,-14.18955042756565,1091.3040229245023,1799.7612916866597,20.543616540727133,1798.4250113820317,-0.0292622018862912,0.0189101289805493,5
469,sufi/Mohsin Abbas Haider - Uddi Ja (Coke Studio Season 9).opus,1.2450524053682337,0.3993714650148887,0.4675664050348811,0.2448586893482474,8.394650447724015,1.3325786469802097,2735.232084286732,3496.076953937152,21.466250292889367,6368.916834600519,-0.0099293965425099,0.0488353140058421,5
470,sufi/Momina Mustehsan - Tera Woh Pyar (Nawazishein Karam).opus,1.2266539283965596,0.3440811150682545,0.4530877308776763,0.2382886327424853,12.426541340784512,1.091977881580834,2795.5048053975893,3493.552701796645,22.069023723746923,6651.480355815794,0.0016621079380515,0.0491261575287972,5
471,sufi/Arijit Singh - Tujhe Kitna Chahne Lage (From Kabir Singh).opus,1.16726703568057,0.3615929484905587,0.4193565594606876,0.227056791703651,16.774406253946122,3.1757629677192,2219.694109961448,3365.622878201613,20.833254717811545,5155.382952035047,-0.00255547355373,0.0305861115531508,5
472,sufi/Rahat Fateh Ali Khan - Rangrez.opus,1.1969971731057756,0.3699009407955589,0.4848742193919294,0.2476568753883625,7.799891508136305,1.273044932175699,3427.3135196475664,3990.9269861949424,21.00353258622413,7605.560224514563,0.0136387017685966,0.0646336752882281,5
473,sufi/Abida Parveen - Maula-E-Kull.opus,1.190281407442649,0.3823022420568028,0.4649013493260213,0.2379972359307338,9.802176275562056,1.7385202905774086,2411.388627978835,3066.036510659193,21.225657038921756,5264.133968383107,0.0149672481289327,0.0461883300754912,5
474,sufi/Mithoon - Humnava (From Hamari Adhuri Kahani).opus,1.161857818998051,0.3595988000954722,0.4597188463982664,0.2393452386111849,12.252738393986869,1.2318946608434425,1994.7848780668369,2934.069533763997,21.32500004356225,4138.289551873601,0.0111733970816173,0.0340708619529502,5
475,sufi/Abida Parveen - Aaqa - Coke Studio Season 9.opus,1.249372386896512,0.3902820461678007,0.4304658055220904,0.231018813691461,10.019034574890853,1.4891979436996288,2610.458273588101,3285.084687943186,21.664820500553443,6041.229142317486,0.0159763787607458,0.0449004132077785,5
